ENSG00000290825	DDX11L2
ENSG00000286937	ENSG00000286937
ENSG00000253207	ENSG00000253207
ENSG00000254339	ENSG00000254339
ENSG00000104447	TRPS1
ENSG00000227170	TRPS1-AS1
ENSG00000249917	LINC00536
ENSG00000287826	ENSG00000287826
ENSG00000253672	ENSG00000253672
ENSG00000147677	EIF3H
ENSG00000289382	ENSG00000289382
ENSG00000147679	UTP23
ENSG00000164754	RAD21
ENSG00000253327	RAD21-AS1
ENSG00000205002	AARD
ENSG00000164756	SLC30A8
ENSG00000253622	ENSG00000253622
ENSG00000286308	ENSG00000286308
ENSG00000164758	MED30
ENSG00000182197	EXT1
ENSG00000177570	SAMD12
ENSG00000225885	ENSG00000225885
ENSG00000281641	SAMD12-AS1
ENSG00000164761	TNFRSF11B
ENSG00000184374	COLEC10
ENSG00000254278	ENSG00000254278
ENSG00000147676	MAL2
ENSG00000253972	MAL2-AS1
ENSG00000286282	ENSG00000286282
ENSG00000136999	CCN3
ENSG00000253398	ENSG00000253398
ENSG00000136960	ENPP2
ENSG00000064313	TAF2
ENSG00000286362	ENSG00000286362
ENSG00000136982	DSCC1
ENSG00000245330	DEPTOR-AS1
ENSG00000155792	DEPTOR
ENSG00000254343	ENSG00000254343
ENSG00000187955	COL14A1
ENSG00000172172	MRPL13
ENSG00000172167	MTBP
ENSG00000172164	SNTB1
ENSG00000248318	ENSG00000248318
ENSG00000272502	ENSG00000272502
ENSG00000253619	ENSG00000253619
ENSG00000170961	HAS2
ENSG00000248690	HAS2-AS1
ENSG00000254209	LINC02855
ENSG00000254303	ENSG00000254303
ENSG00000255364	SMILR
ENSG00000253819	LINC01151
ENSG00000255325	ENSG00000255325
ENSG00000263443	ENSG00000263443
ENSG00000272384	ENSG00000272384
ENSG00000272043	ENSG00000272043
ENSG00000178764	ZHX2
ENSG00000253372	ENSG00000253372
ENSG00000259631	ENSG00000259631
ENSG00000253607	ENSG00000253607
ENSG00000136986	DERL1
ENSG00000156787	TBC1D31
ENSG00000287657	ENSG00000287657
ENSG00000147689	FAM83A
ENSG00000253258	FAM83A-AS2
ENSG00000204949	FAM83A-AS1
ENSG00000189376	C8orf76
ENSG00000165156	ZHX1
ENSG00000156802	ATAD2
ENSG00000156795	NTAQ1
ENSG00000156804	FBXO32
ENSG00000254113	ENSG00000254113
ENSG00000253286	ENSG00000253286
ENSG00000175946	KLHL38
ENSG00000104537	ANXA13
ENSG00000176853	FAM91A1
ENSG00000214814	FER1L6
ENSG00000254000	ENSG00000254000
ENSG00000181171	FER1L6-AS1
ENSG00000254249	ENSG00000254249
ENSG00000253868	FER1L6-AS2
ENSG00000214803	ENSG00000214803
ENSG00000253227	ENSG00000253227
ENSG00000164983	TMEM65
ENSG00000183665	TRMT12
ENSG00000245149	RNF139-DT
ENSG00000170881	RNF139
ENSG00000147687	TATDN1
ENSG00000253106	ENSG00000253106
ENSG00000147684	NDUFB9
ENSG00000170873	MTSS1
ENSG00000255491	ENSG00000255491
ENSG00000249816	LINC00964
ENSG00000255313	ENSG00000255313
ENSG00000286955	ENSG00000286955
ENSG00000180938	ZNF572
ENSG00000253513	SQLE-DT
ENSG00000104549	SQLE
ENSG00000164961	WASHC5
ENSG00000253167	WASHC5-AS1
ENSG00000156831	NSMCE2
ENSG00000254431	ENSG00000254431
ENSG00000173334	TRIB1
ENSG00000253111	ENSG00000253111
ENSG00000286122	LINC02964
ENSG00000253470	ENSG00000253470
ENSG00000245164	LINC00861
ENSG00000254227	ENSG00000254227
ENSG00000244791	ENSG00000244791
ENSG00000253427	ENSG00000253427
ENSG00000253220	ENSG00000253220
ENSG00000253530	ENSG00000253530
ENSG00000168672	LRATD2
ENSG00000253438	PCAT1
ENSG00000253573	ENSG00000253573
ENSG00000254166	CASC19
ENSG00000282961	PRNCR1
ENSG00000287781	ENSG00000287781
ENSG00000246228	CASC8
ENSG00000212993	POU5F1B
ENSG00000280997	CCAT2
ENSG00000286266	ENSG00000286266
ENSG00000286010	ENSG00000286010
ENSG00000249375	CASC11
ENSG00000136997	MYC
ENSG00000249859	PVT1
ENSG00000280055	LINC02912
ENSG00000286034	ENSG00000286034
ENSG00000254275	LINC00824
ENSG00000229140	CCDC26
ENSG00000287785	ENSG00000287785
ENSG00000253926	ENSG00000253926
ENSG00000285108	ENSG00000285108
ENSG00000147697	GSDMC
ENSG00000254317	ENSG00000254317
ENSG00000153310	CYRIB
ENSG00000254263	ENSG00000254263
ENSG00000253720	ENSG00000253720
ENSG00000287195	ENSG00000287195
ENSG00000153317	ASAP1
ENSG00000280543	ASAP1-IT2
ENSG00000287201	ENSG00000287201
ENSG00000286535	ENSG00000286535
ENSG00000253656	ENSG00000253656
ENSG00000155897	ADCY8
ENSG00000253259	ENSG00000253259
ENSG00000253992	ENSG00000253992
ENSG00000253407	ENSG00000253407
ENSG00000253507	ENSG00000253507
ENSG00000132294	EFR3A
ENSG00000253117	OC90
ENSG00000132297	HHLA1
ENSG00000184156	KCNQ3
ENSG00000253521	HPYR1
ENSG00000129295	DNAAF11
ENSG00000165071	TMEM71
ENSG00000287095	ENSG00000287095
ENSG00000129292	PHF20L1
ENSG00000270137	ENSG00000270137
ENSG00000223697	ENSG00000223697
ENSG00000042832	TG
ENSG00000155926	SLA
ENSG00000287736	PTCSC1
ENSG00000104415	CCN4
ENSG00000289316	ENSG00000289316
ENSG00000104419	NDRG1
ENSG00000008513	ST3GAL1
ENSG00000289050	ENSG00000289050
ENSG00000261220	ST3GAL1-DT
ENSG00000289906	LINC03024
ENSG00000253561	ENSG00000253561
ENSG00000253165	ENSG00000253165
ENSG00000253593	ENSG00000253593
ENSG00000288067	ENSG00000288067
ENSG00000253627	ENSG00000253627
ENSG00000066827	ZFAT
ENSG00000248492	ZFAT-AS1
ENSG00000289405	ENSG00000289405
ENSG00000272456	ENSG00000272456
ENSG00000254028	ENSG00000254028
ENSG00000253433	NCRNA00250
ENSG00000251218	ENSG00000251218
ENSG00000254083	LINC01591
ENSG00000254372	ENSG00000254372
ENSG00000131773	KHDRBS3
ENSG00000254101	LINC02055
ENSG00000286927	ENSG00000286927
ENSG00000285683	ENSG00000285683
ENSG00000285817	ENSG00000285817
ENSG00000253288	ENSG00000253288
ENSG00000254361	ENSG00000254361
ENSG00000253988	ENSG00000253988
ENSG00000147724	FAM135B
ENSG00000169436	COL22A1
ENSG00000253432	ENSG00000253432
ENSG00000253783	ENSG00000253783
ENSG00000254258	ENSG00000254258
ENSG00000169427	KCNK9
ENSG00000167632	TRAPPC9
ENSG00000253574	ENSG00000253574
ENSG00000282164	PEG13
ENSG00000259891	ENSG00000259891
ENSG00000104472	CHRAC1
ENSG00000123908	AGO2
ENSG00000280303	ERICD
ENSG00000169398	PTK2
ENSG00000253266	ENSG00000253266
ENSG00000105339	DENND3
ENSG00000253210	DENND3-AS1
ENSG00000022567	SLC45A4
ENSG00000253307	ENSG00000253307
ENSG00000254019	ENSG00000254019
ENSG00000254197	ENSG00000254197
ENSG00000254291	ENSG00000254291
ENSG00000253595	LINC01300
ENSG00000261655	ENSG00000261655
ENSG00000204882	GPR20
ENSG00000289263	ENSG00000289263
ENSG00000244998	ENSG00000244998
ENSG00000184489	PTP4A3
ENSG00000226807	MROH5
ENSG00000271959	ENSG00000271959
ENSG00000287325	ENSG00000287325
ENSG00000226490	C8orf90
ENSG00000287677	ENSG00000287677
ENSG00000261710	ENSG00000261710
ENSG00000287332	ENSG00000287332
ENSG00000289338	ENSG00000289338
ENSG00000254008	LINC00051
ENSG00000171045	TSNARE1
ENSG00000261693	ENSG00000261693
ENSG00000181790	ADGRB1
ENSG00000289477	ENSG00000289477
ENSG00000198576	ARC
ENSG00000289411	ENSG00000289411
ENSG00000277332	ENSG00000277332
ENSG00000261044	ENSG00000261044
ENSG00000234616	JRK
ENSG00000167653	PSCA
ENSG00000160886	LY6K
ENSG00000253741	LNCOC1
ENSG00000130193	THEM6
ENSG00000253806	ENSG00000253806
ENSG00000126233	SLURP1
ENSG00000197353	LYPD2
ENSG00000253196	ENSG00000253196
ENSG00000283992	SLURP2
ENSG00000180155	LYNX1
ENSG00000167656	LY6D
ENSG00000253715	ENSG00000253715
ENSG00000253728	ENSG00000253728
ENSG00000104499	GML
ENSG00000160882	CYP11B1
ENSG00000179142	CYP11B2
ENSG00000247317	LY6E-DT
ENSG00000160932	LY6E
ENSG00000177335	LINC02904
ENSG00000291309	LY6S
ENSG00000261667	LY6L
ENSG00000176956	LY6H
ENSG00000277494	GPIHBP1
ENSG00000181638	ZFP41
ENSG00000250571	GLI4
ENSG00000253716	MINCR
ENSG00000185730	ZNF696
ENSG00000272172	ENSG00000272172
ENSG00000184428	TOP1MT
ENSG00000254389	RHPN1-AS1
ENSG00000158106	RHPN1
ENSG00000253931	LINC02990
ENSG00000254338	MAFA-AS1
ENSG00000182759	MAFA
ENSG00000014164	ZC3H3
ENSG00000287576	ENSG00000287576
ENSG00000254859	ENSG00000254859
ENSG00000104518	GSDMD
ENSG00000289161	ENSG00000289161
ENSG00000204839	MROH6
ENSG00000255050	ENSG00000255050
ENSG00000147813	NAPRT
ENSG00000254741	ENSG00000254741
ENSG00000104529	EEF1D
ENSG00000179886	TIGD5
ENSG00000104524	PYCR3
ENSG00000104522	GFUS
ENSG00000254812	ENSG00000254812
ENSG00000183309	ZNF623
ENSG00000181135	ZNF707
ENSG00000181097	LINC02878
ENSG00000255181	CCDC166
ENSG00000254574	ENSG00000254574
ENSG00000181085	MAPK15
ENSG00000254548	ENSG00000254548
ENSG00000180921	FAM83H
ENSG00000203499	IQANK1
ENSG00000254973	ENSG00000254973
ENSG00000180900	SCRIB
ENSG00000179950	PUF60
ENSG00000287222	ENSG00000287222
ENSG00000255343	ENSG00000255343
ENSG00000185189	NRBP2
ENSG00000285599	ENSG00000285599
ENSG00000261150	EPPK1
ENSG00000288096	ENSG00000288096
ENSG00000178209	PLEC
ENSG00000178685	PARP10
ENSG00000178719	GRINA
ENSG00000186583	SPATC1
ENSG00000178814	OPLAH
ENSG00000255224	ENSG00000255224
ENSG00000178896	EXOSC4
ENSG00000197858	GPAA1
ENSG00000179091	CYC1
ENSG00000179526	SHARPIN
ENSG00000179632	MAF1
ENSG00000179698	WDR97
ENSG00000235173	HGH1
ENSG00000179832	MROH1
ENSG00000261236	BOP1
ENSG00000260428	SCX
ENSG00000185122	HSF1
ENSG00000185000	DGAT1
ENSG00000254690	ENSG00000254690
ENSG00000261678	SCRT1
ENSG00000185803	SLC52A2
ENSG00000261587	TMEM249
ENSG00000182325	FBXL6
ENSG00000173137	ADCK5
ENSG00000071894	CPSF1
ENSG00000272115	ENSG00000272115
ENSG00000147804	SLC39A4
ENSG00000160948	VPS28
ENSG00000160949	TONSL
ENSG00000232600	TONSL-AS1
ENSG00000187954	ZFTRAF1
ENSG00000291316	ENSG00000291316
ENSG00000254578	ENSG00000254578
ENSG00000291317	TMEM276
ENSG00000167702	KIFC2
ENSG00000160973	FOXH1
ENSG00000160972	PPP1R16A
ENSG00000255182	ENSG00000255182
ENSG00000167701	GPT
ENSG00000167700	MFSD3
ENSG00000160957	RECQL4
ENSG00000265393	ENSG00000265393
ENSG00000160959	LRRC14
ENSG00000254402	LRRC24
ENSG00000213563	C8orf82
ENSG00000147799	ARHGAP39
ENSG00000255456	ENSG00000255456
ENSG00000254533	ENSG00000254533
ENSG00000290885	ENSG00000290885
ENSG00000263612	ENSG00000263612
ENSG00000198169	ZNF251
ENSG00000196378	ZNF34
ENSG00000161016	RPL8
ENSG00000197363	ZNF517
ENSG00000147789	ZNF7
ENSG00000170619	COMMD5
ENSG00000286681	ENSG00000286681
ENSG00000196150	ZNF250
ENSG00000170631	ZNF16
ENSG00000291080	ZNF252P
ENSG00000255164	ENSG00000255164
ENSG00000255559	ZNF252P-AS1
ENSG00000182307	C8orf33
ENSG00000181404	WASHC1
ENSG00000227518	MIR1302-9HG
ENSG00000218839	FAM138C
ENSG00000277631	PGM5P3-AS1
ENSG00000227917	ENSG00000227917
ENSG00000231808	LINC01388
ENSG00000170122	FOXD4
ENSG00000172785	ZNG1A
ENSG00000287480	ENSG00000287480
ENSG00000183784	DOCK8-AS1
ENSG00000107099	DOCK8
ENSG00000235880	ENSG00000235880
ENSG00000227155	DOCK8-AS2
ENSG00000107104	KANK1
ENSG00000228115	ENSG00000228115
ENSG00000227914	ENSG00000227914
ENSG00000137090	DMRT1
ENSG00000064218	DMRT3
ENSG00000286684	ENSG00000286684
ENSG00000281769	LINC01230
ENSG00000173253	DMRT2
ENSG00000287465	ENSG00000287465
ENSG00000080503	SMARCA2
ENSG00000236199	SMARCA2-AS1
ENSG00000236404	VLDLR-AS1
ENSG00000231052	ENSG00000231052
ENSG00000147852	VLDLR
ENSG00000286670	ENSG00000286670
ENSG00000168263	KCNV2
ENSG00000080608	PUM3
ENSG00000289552	ENSG00000289552
ENSG00000291284	ENSG00000291284
ENSG00000290482	ENSG00000290482
ENSG00000236511	LINC01231
ENSG00000080298	RFX3
ENSG00000288963	ENSG00000288963
ENSG00000232104	RFX3-DT
ENSG00000237359	ENSG00000237359
ENSG00000226669	ENSG00000226669
ENSG00000107249	GLIS3
ENSG00000236724	ENSG00000236724
ENSG00000237009	GLIS3-AS1
ENSG00000230001	ENSG00000230001
ENSG00000228322	GLIS3-AS2
ENSG00000106688	SLC1A1
ENSG00000106686	SPATA6L
ENSG00000205808	PLPP6
ENSG00000273061	CDC37L1-DT
ENSG00000106993	CDC37L1
ENSG00000147853	AK3
ENSG00000287759	ENSG00000287759
ENSG00000120158	RCL1
ENSG00000228165	ENSG00000228165
ENSG00000096968	JAK2
ENSG00000254017	IGHEP2
ENSG00000120210	INSL6
ENSG00000120211	INSL4
ENSG00000107014	RLN2
ENSG00000107018	RLN1
ENSG00000272866	ENSG00000272866
ENSG00000107020	PLGRKT
ENSG00000120217	CD274
ENSG00000286162	ENSG00000286162
ENSG00000197646	PDCD1LG2
ENSG00000231509	ENSG00000231509
ENSG00000107036	RIC1
ENSG00000225408	ENSG00000225408
ENSG00000099219	ERMP1
ENSG00000183354	KIAA2026
ENSG00000120215	MLANA
ENSG00000137040	RANBP6
ENSG00000228739	ENSG00000228739
ENSG00000137033	IL33
ENSG00000170777	TPD52L3
ENSG00000147854	UHRF2
ENSG00000233367	ENSG00000233367
ENSG00000178445	GLDC
ENSG00000236924	ENSG00000236924
ENSG00000229611	LINC02851
ENSG00000225489	ENSG00000225489
ENSG00000107077	KDM4C
ENSG00000224972	ENSG00000224972
ENSG00000285688	ENSG00000285688
ENSG00000288042	ENSG00000288042
ENSG00000273056	ENSG00000273056
ENSG00000137038	DMAC1
ENSG00000231902	ENSG00000231902
ENSG00000226376	ENSG00000226376
ENSG00000153707	PTPRD
ENSG00000235389	ENSG00000235389
ENSG00000225706	PTPRD-AS1
ENSG00000234021	ENSG00000234021
ENSG00000230920	ENSG00000230920
ENSG00000226717	PTPRD-DT
ENSG00000232035	ENSG00000232035
ENSG00000270372	ENSG00000270372
ENSG00000230365	ENSG00000230365
ENSG00000286474	ENSG00000286474
ENSG00000285784	ENSG00000285784
ENSG00000224935	ENSG00000224935
ENSG00000107165	TYRP1
ENSG00000235448	LURAP1L-AS1
ENSG00000153714	LURAP1L
ENSG00000285637	ENSG00000285637
ENSG00000107186	MPDZ
ENSG00000234740	ENSG00000234740
ENSG00000226197	ENSG00000226197
ENSG00000270547	LINC01235
ENSG00000205636	LINC00583
ENSG00000235533	ENSG00000235533
ENSG00000289185	ENSG00000289185
ENSG00000147862	NFIB
ENSG00000288876	ENSG00000288876
ENSG00000225472	NFIB-AS1
ENSG00000289969	ENSG00000289969
ENSG00000287708	ENSG00000287708
ENSG00000273399	ENSG00000273399
ENSG00000272871	ENSG00000272871
ENSG00000175893	ZDHHC21
ENSG00000147869	CER1
ENSG00000164946	FREM1
ENSG00000286500	ENSG00000286500
ENSG00000283647	ENSG00000283647
ENSG00000291185	ENSG00000291185
ENSG00000155158	TTC39B
ENSG00000164975	SNAPC3
ENSG00000164985	PSIP1
ENSG00000164989	CCDC171
ENSG00000205549	LINC03041
ENSG00000173068	BNC2
ENSG00000231756	ENSG00000231756
ENSG00000230694	ENSG00000230694
ENSG00000234779	BNC2-AS1
ENSG00000237153	ENSG00000237153
ENSG00000285169	ENSG00000285169
ENSG00000044459	CNTLN
ENSG00000107295	SH3GL2
ENSG00000178031	ADAMTSL1
ENSG00000227167	ENSG00000227167
ENSG00000155875	SAXO1
ENSG00000155876	RRAGA
ENSG00000147874	HAUS6
ENSG00000147872	PLIN2
ENSG00000137145	DENND4C
ENSG00000232978	ENSG00000232978
ENSG00000272842	ENSG00000272842
ENSG00000273226	ENSG00000273226
ENSG00000137154	RPS6
ENSG00000285911	ENSG00000285911
ENSG00000177076	ACER2
ENSG00000260912	ENSG00000260912
ENSG00000155886	SLC24A2
ENSG00000286685	ENSG00000286685
ENSG00000261402	ENSG00000261402
ENSG00000171843	MLLT3
ENSG00000188352	FOCAD
ENSG00000227071	FOCAD-AS1
ENSG00000188921	HACD4
ENSG00000171855	IFNB1
ENSG00000177047	IFNW1
ENSG00000137080	IFNA21
ENSG00000236637	IFNA4
ENSG00000214042	IFNA7
ENSG00000186803	IFNA10
ENSG00000147885	IFNA16
ENSG00000234829	IFNA17
ENSG00000228083	IFNA14
ENSG00000147873	IFNA5
ENSG00000198642	KLHL9
ENSG00000120235	IFNA6
ENSG00000233816	IFNA13
ENSG00000171889	MIR31HG
ENSG00000188379	IFNA2
ENSG00000261696	ENSG00000261696
ENSG00000120242	IFNA8
ENSG00000197919	IFNA1
ENSG00000184995	IFNE
ENSG00000099810	MTAP
ENSG00000265194	ENSG00000265194
ENSG00000224854	CDKN2A-DT
ENSG00000147889	CDKN2A
ENSG00000240498	CDKN2B-AS1
ENSG00000266446	ENSG00000266446
ENSG00000147883	CDKN2B
ENSG00000236921	ENSG00000236921
ENSG00000176399	DMRTA1
ENSG00000234840	LINC01239
ENSG00000284418	ENSG00000284418
ENSG00000224549	ENSG00000224549
ENSG00000287696	ENSG00000287696
ENSG00000283982	ENSG00000283982
ENSG00000233906	ENSG00000233906
ENSG00000107105	ELAVL2
ENSG00000287843	ENSG00000287843
ENSG00000231460	ENSG00000231460
ENSG00000237414	ENSG00000237414
ENSG00000287139	ENSG00000287139
ENSG00000205442	IZUMO3
ENSG00000269957	ENSG00000269957
ENSG00000287318	ENSG00000287318
ENSG00000198680	TUSC1
ENSG00000236306	LINC01241
ENSG00000276759	ENSG00000276759
ENSG00000254261	ENSG00000254261
ENSG00000253400	ENSG00000253400
ENSG00000120159	CAAP1
ENSG00000137055	PLAA
ENSG00000096872	IFT74
ENSG00000234676	IFT74-AS1
ENSG00000184434	LRRC19
ENSG00000254396	ENSG00000254396
ENSG00000120156	TEK
ENSG00000291187	LINC00032
ENSG00000120160	EQTN
ENSG00000120162	MOB3B
ENSG00000237734	ENSG00000237734
ENSG00000287355	ENSG00000287355
ENSG00000147896	IFNK
ENSG00000285103	ENSG00000285103
ENSG00000147894	C9orf72
ENSG00000260390	ENSG00000260390
ENSG00000260412	ENSG00000260412
ENSG00000174482	LINGO2
ENSG00000287551	ENSG00000287551
ENSG00000287038	ENSG00000287038
ENSG00000280683	LINC01242
ENSG00000260720	LINC01243
ENSG00000122729	ACO1
ENSG00000107201	RIGI
ENSG00000197579	TOPORS
ENSG00000235453	SMIM27
ENSG00000165264	NDUFB6
ENSG00000122728	TAF1L
ENSG00000223440	ENSG00000223440
ENSG00000230516	ENSG00000230516
ENSG00000188133	TMEM215
ENSG00000231193	ENSG00000231193
ENSG00000137074	APTX
ENSG00000086061	DNAJA1
ENSG00000122692	SMU1
ENSG00000086062	B4GALT1
ENSG00000233554	B4GALT1-AS1
ENSG00000122711	SPINK4
ENSG00000107262	BAG1
ENSG00000086065	CHMP5
ENSG00000086102	NFX1
ENSG00000165269	AQP7
ENSG00000286322	ENSG00000286322
ENSG00000165272	AQP3
ENSG00000165271	NOL6
ENSG00000228072	ENSG00000228072
ENSG00000230453	ANKRD18B
ENSG00000226562	CYP4F26P
ENSG00000205274	TRBV20OR9-2
ENSG00000183938	TRBV21OR9-2
ENSG00000234122	TRBV22OR9-2
ENSG00000229063	TRBV23OR9-2
ENSG00000215206	TRBV24OR9-2
ENSG00000240215	TRBV25OR9-2
ENSG00000281128	PTENP1-AS
ENSG00000231165	TRBV26OR9-2
ENSG00000260947	ENSG00000260947
ENSG00000287063	ENSG00000287063
ENSG00000227301	ENSG00000227301
ENSG00000287495	ENSG00000287495
ENSG00000235481	UBE2R2-AS1
ENSG00000010438	PRSS3
ENSG00000223394	TRBV29OR9-2
ENSG00000107341	UBE2R2
ENSG00000137073	UBAP2
ENSG00000288949	ENSG00000288949
ENSG00000228352	ENSG00000228352
ENSG00000198876	DCAF12
ENSG00000165006	UBAP1
ENSG00000186638	KIF24
ENSG00000164978	NUDT2
ENSG00000164976	MYORG
ENSG00000164972	C9orf24
ENSG00000164970	FAM219A
ENSG00000122735	DNAI1
ENSG00000168913	ENHO
ENSG00000230729	ENSG00000230729
ENSG00000122756	CNTFR
ENSG00000237159	CNTFR-AS1
ENSG00000164967	RPP25L
ENSG00000137100	DCTN3
ENSG00000205143	ARID3C
ENSG00000147955	SIGMAR1
ENSG00000213930	GALT
ENSG00000137070	IL11RA
ENSG00000213927	CCL27
ENSG00000187186	ENSG00000187186
ENSG00000230074	ENSG00000230074
ENSG00000172724	CCL19
ENSG00000288583	ENSG00000288583
ENSG00000137077	CCL21
ENSG00000205108	FAM205A
ENSG00000287368	ENSG00000287368
ENSG00000290768	ENSG00000290768
ENSG00000187791	FAM205C
ENSG00000122733	PHF24
ENSG00000281491	DNAJB5-DT
ENSG00000137094	DNAJB5
ENSG00000286782	ENSG00000286782
ENSG00000287868	ENSG00000287868
ENSG00000174038	C9orf131
ENSG00000165280	VCP
ENSG00000221829	FANCG
ENSG00000165282	PIGO
ENSG00000234181	PIGO-AS1
ENSG00000165283	STOML2
ENSG00000005238	ATOSB
ENSG00000198722	UNC13B
ENSG00000290567	ATP8B5P
ENSG00000198853	RUSC2
ENSG00000287287	ENSG00000287287
ENSG00000215187	FAM166B
ENSG00000288586	ENSG00000288586
ENSG00000107140	TESK1
ENSG00000137101	CD72
ENSG00000231393	ENSG00000231393
ENSG00000227933	ENSG00000227933
ENSG00000137078	SIT1
ENSG00000159884	CCDC107
ENSG00000137135	ARHGEF39
ENSG00000107159	CA9
ENSG00000198467	TPM2
ENSG00000137076	TLN1
ENSG00000107175	CREB3
ENSG00000070610	GBA2
ENSG00000107185	RGP1
ENSG00000215183	MSMP
ENSG00000228843	ENSG00000228843
ENSG00000227388	ENSG00000227388
ENSG00000159899	NPR2
ENSG00000137098	SPAG8
ENSG00000137133	HINT2
ENSG00000137103	TMEM8B
ENSG00000204930	FAM221B
ENSG00000168828	OR13J1
ENSG00000196196	HRCT1
ENSG00000235387	SPAAR
ENSG00000287986	ENSG00000287986
ENSG00000278889	OR2S2
ENSG00000290538	ENSG00000290538
ENSG00000243641	OR13C7
ENSG00000122707	RECK
ENSG00000122694	GLIPR2
ENSG00000185972	CCIN
ENSG00000122705	CLTA
ENSG00000159921	GNE
ENSG00000137075	RNF38
ENSG00000165304	MELK
ENSG00000288571	ENSG00000288571
ENSG00000287514	ENSG00000287514
ENSG00000196092	PAX5
ENSG00000258885	ENSG00000258885
ENSG00000250850	ENSG00000250850
ENSG00000232920	LINC01400
ENSG00000260100	ENSG00000260100
ENSG00000281649	EBLN3P
ENSG00000233242	ENSG00000233242
ENSG00000147905	ZCCHC7
ENSG00000224648	LINC01627
ENSG00000137106	GRHPR
ENSG00000168795	ZBTB5
ENSG00000137054	POLR1E
ENSG00000234160	ENSG00000234160
ENSG00000147912	FBXO10
ENSG00000175768	TOMM5
ENSG00000070601	FRMPD1
ENSG00000165275	TRMT10B
ENSG00000107371	EXOSC3
ENSG00000289295	ENSG00000289295
ENSG00000122741	DCAF10
ENSG00000122696	SLC25A51
ENSG00000107338	SHB
ENSG00000223716	ENSG00000223716
ENSG00000137124	ALDH1B1
ENSG00000137142	IGFBPL1
ENSG00000291061	ENSG00000291061
ENSG00000180071	ANKRD18A
ENSG00000290907	ENSG00000290907
ENSG00000204860	FAM201A
ENSG00000284612	ENSG00000284612
ENSG00000283329	FAM240B
ENSG00000228467	ENSG00000228467
ENSG00000287838	ENSG00000287838
ENSG00000106714	CNTNAP3
ENSG00000204849	SPATA31A1
ENSG00000215112	FAM74A1
ENSG00000224038	ENSG00000224038
ENSG00000231140	ENSG00000231140
ENSG00000290717	ENSG00000290717
ENSG00000278175	GLIDR
ENSG00000291181	ENSG00000291181
ENSG00000283886	ENSG00000283886
ENSG00000228136	ENSG00000228136
ENSG00000291287	ENSG00000291287
ENSG00000240240	ENSG00000240240
ENSG00000290969	ENSG00000290969
ENSG00000290718	FAM95B1
ENSG00000290546	ENSG00000290546
ENSG00000276500	BMS1P14
ENSG00000289843	ENSG00000289843
ENSG00000276266	ENSG00000276266
ENSG00000225380	IGKV1OR9-2
ENSG00000275390	ENSG00000275390
ENSG00000291075	ENSG00000291075
ENSG00000290923	PGM5P2
ENSG00000225655	ENSG00000225655
ENSG00000276462	LINC03025
ENSG00000273514	FOXD4L6
ENSG00000215126	ZNG1F
ENSG00000275450	PTGER4P2-CDK2AP2P2
ENSG00000276502	ENSG00000276502
ENSG00000290848	ENSG00000290848
ENSG00000288891	ENSG00000288891
ENSG00000276412	ENSG00000276412
ENSG00000275239	FAM242F
ENSG00000275297	ENSG00000275297
ENSG00000154529	CNTNAP3B
ENSG00000185775	SPATA31A6
ENSG00000277260	FAM74A7
ENSG00000275649	ENSG00000275649
ENSG00000237357	FAM88E
ENSG00000229311	ENSG00000229311
ENSG00000233424	ENSG00000233424
ENSG00000291170	ENSG00000291170
ENSG00000291166	ENSG00000291166
ENSG00000291167	ENSG00000291167
ENSG00000276581	SPATA31A5
ENSG00000276422	ENSG00000276422
ENSG00000276040	SPATA31A7
ENSG00000277412	ENSG00000277412
ENSG00000275676	ENSG00000275676
ENSG00000283378	CNTNAP3C
ENSG00000231248	FAM242D
ENSG00000204814	ENSG00000204814
ENSG00000231527	FAM27C
ENSG00000235659	ENSG00000235659
ENSG00000223379	ENSG00000223379
ENSG00000229697	FAM242E
ENSG00000231212	ENSG00000231212
ENSG00000204802	FAM88C
ENSG00000291011	ENSG00000291011
ENSG00000233651	ENSG00000233651
ENSG00000232827	LINC01189
ENSG00000226007	FAM88F
ENSG00000288838	ENSG00000288838
ENSG00000238113	LINC01410
ENSG00000287168	ENSG00000287168
ENSG00000229422	ENSG00000229422
ENSG00000234665	LERFS
ENSG00000170161	FAM88B
ENSG00000290573	ENSG00000290573
ENSG00000290549	ENSG00000290549
ENSG00000290559	ENSG00000290559
ENSG00000224267	ENSG00000224267
ENSG00000225411	ENSG00000225411
ENSG00000291012	FLJ43315
ENSG00000285580	ENSG00000285580
ENSG00000290972	ANKRD20A5P
ENSG00000290586	ENSG00000290586
ENSG00000156755	IGKV1OR-2
ENSG00000290579	ENSG00000290579
ENSG00000204780	IGKV1OR9-1
ENSG00000204779	FOXD4L5
ENSG00000287329	ENSG00000287329
ENSG00000147996	ZNG1E
ENSG00000184659	FOXD4L4
ENSG00000204776	IGKV1OR-3
ENSG00000290938	ENSG00000290938
ENSG00000274893	ENSG00000274893
ENSG00000290970	ENSG00000290970
ENSG00000290971	ENSG00000290971
ENSG00000274349	ZNF658
ENSG00000277350	ENSG00000277350
ENSG00000276348	ENSG00000276348
ENSG00000275969	SPATA31A3
ENSG00000276898	ENSG00000276898
ENSG00000274026	FAM27E3
ENSG00000260691	ANKRD20A1
ENSG00000226904	ENSG00000226904
ENSG00000196873	ZNG1C
